	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Foxk2	5579.38948463823	-0.412019776636583	0.182511883641035	-2.25749561298126	0.0239771233071282	0.10651140991756
Fam189a1	21.3623344366976	-4.82884691700633	2.13936250544659	-2.25714291276612	0.0239991461887936	0.106580658610554
Plcb4	1105.87702587599	0.554205005596746	0.245566486166755	2.25684300104537	0.0240178867125706	0.106635297076851
Ttll6	15.263160375496	7.81572446812136	3.4636102126934	2.25652541370804	0.0240377455618906	0.10669487010523
Gch1	128.064853369124	1.93371578069097	0.857377029894066	2.2553855693217	0.024109137739621	0.106983087773057
Map3k20	1090.86299445315	0.741107563888831	0.328616692188578	2.25523408124242	0.0241186397594014	0.106996590148496
Rnf144a	2810.69294502164	-0.377562426542146	0.167428225327697	-2.25507034911925	0.0241289134322841	0.107013507632071
Plppr4	93.8883809530896	2.11951008251188	0.940303509827845	2.25407015964444	0.0241917545774923	0.107263494265567
Ptpru	3389.40786296928	0.501868537386092	0.222680486207281	2.25376074003598	0.0242112238907713	0.107292381955759
Wdr18	2510.58086823349	-0.430850455187698	0.191169107744837	-2.25376610410703	0.0242108862568088	0.107292381955759
Hhipl2	99.1083091485219	1.8685896276316	0.829245330007317	2.25336165307692	0.0242363553138026	0.107375026951896
Fam174b	787.842318603469	0.690401153195133	0.306591733434558	2.25185834419276	0.024331225263997	0.107766509758853
Rpp30	341.017232588885	-0.994734580819932	0.441812231456612	-2.25148719296518	0.0243546971448062	0.107841635446061
Tcf25	6827.67632785509	0.226527595269064	0.100619388580385	2.25133146270404	0.0243645514859778	0.107856439167617
Fam72a	79.1873360491572	-1.94270472856941	0.863437898510481	-2.24996462620042	0.0244511909036177	0.108124393304439
Gm13420	348.667090094962	1.01537170812625	0.451278875033784	2.24998723472318	0.0244497556526101	0.108124393304439
Ldhc	11.7321849207794	-6.57829387797528	2.92341433606062	-2.25020921490031	0.0244356676193691	0.108124393304439
Ogfod1	457.070932022681	-0.869473395873142	0.386413992026835	-2.25010846867253	0.0244420606344527	0.108124393304439
Nob1	1011.19580754745	-0.887395090835733	0.394427359074054	-2.24983148460836	0.0244596445779952	0.108132909643579
Gss	599.995564136026	0.764615440616534	0.340024825321638	2.24870475234644	0.0245312866318888	0.108420694519007
Lipt2	160.986644989527	-1.56424991867232	0.696053936059116	-2.24731136142799	0.0246201352879348	0.108784353439488
Vmn2r29	15.2610192552581	-5.52369406376091	2.45870891910495	-2.24658316437544	0.0246666791167501	0.10887384480921
9130221H12Rik	80.6207627218026	-1.92539802762724	0.85697345001588	-2.2467417486406	0.0246565364734133	0.10887384480921
Cpt1c	575.165097602218	0.801485763036839	0.356751877707757	2.24661960628389	0.0246643480658433	0.10887384480921
Rprd1a	1031.79545645747	-0.571897444756252	0.254535452583826	-2.24682824710994	0.024651005775826	0.10887384480921
Slc15a4	541.170764454408	-0.844869410304979	0.376103520455413	-2.24637463983839	0.0246800213127402	0.108903716847507
Eif4e	2726.26161645224	-0.419883009092232	0.187008696683378	-2.24525926622081	0.0247514933777717	0.109190010067321
Hcn3	198.821835583648	1.74725677195877	0.778317725588654	2.24491453106415	0.0247736199120969	0.109258523387616
Apol6	12.66718517261	-6.68851369470134	2.98005970407077	-2.24442271594922	0.0248052163040883	0.10931408618825
Cdc5l	2617.52781373472	-0.344119292462265	0.15331889970004	-2.24446753228412	0.0248023356586447	0.10931408618825
Gata6	975.971548427744	0.612370349800069	0.272842427806858	2.24441028003738	0.0248060156946351	0.10931408618825
Ehf	149.026805612698	-1.51720686876203	0.676041219368353	-2.24425201495792	0.0248161910519447	0.109329841695602
Mpp2	641.70157963623	-0.85558187683743	0.381281094955343	-2.24396616605824	0.024834578333475	0.109381757536297
Bbx	4301.55238492485	-0.376554176826049	0.167876940800439	-2.24303692353837	0.024894433572328	0.10961623926784
Eml4	5767.38125214456	-0.286255457008144	0.127659439983138	-2.24233677545471	0.024939614653359	0.109785999663272
Scn9a	149.604787700529	1.39555875683268	0.622753932312961	2.24094732192129	0.0250294874447317	0.110064629551893
Cep152	1487.6606275939	-0.613414785619918	0.27370039341172	-2.24119073404902	0.0250137228045507	0.110064629551893
Tmem268	193.715046784052	-1.27266840836093	0.5678753858756	-2.24110507342841	0.0250192696529056	0.110064629551893
Prpf19	8177.63714677266	-0.288690938883514	0.12882414535261	-2.24096917618452	0.0250280716971376	0.110064629551893
Pald1	2436.63881904096	-0.372958116529842	0.166469284921745	-2.24040198589887	0.0250648374805085	0.110161590041025
Fgf11	386.077620260904	0.874219512717711	0.39020425311616	2.24041513063022	0.0250639848982517	0.110161590041025
Iqce	2006.84340642862	0.483745860328116	0.215990670746827	2.2396609013504	0.0251129456989632	0.110343752122898
Gmip	879.366942559646	0.608745704786743	0.271839283893748	2.23935884492942	0.0251325769011956	0.110400725634661
Zfand2b	461.718820680129	0.815086990483695	0.364070671111336	2.23881530471988	0.0251679360412892	0.110497445142845
